id,prompt,category,hum_points,sound_points,draw_points,mime_points,hum_fit,sound_fit,draw_fit,mime_fit,representability,clear_target,audience_fit,rights_safety,accidental_giveaway,status,notes
C132,LIBRARY,Places/Things,2,3,1,2,M,L,H,M,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association; SOUND route may be weak
C133,FARM,Places/Things,2,2,1,2,M,M,H,M,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C134,PARK,Places/Things,2,2,1,2,M,M,H,M,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C135,SPACE,Places/Things,2,2,1,2,M,M,H,M,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association; Strong theme/association; watch clue convergence
C136,BASEBALL,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C137,BASKETBALL,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C138,SOCCER,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C139,FOOTBALL,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C140,TENNIS,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C141,GOLF,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C142,BOWLING,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C143,HOCKEY,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C144,BOXING,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C145,SURFING,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C146,SKIING,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C147,FISHING,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C148,DARTS,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
C149,CHESS,Sports/Games,2,3,1,1,M,L,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association; SOUND route may be weak
C150,TAG,Sports/Games,2,2,1,1,M,M,H,H,PASS_CANDIDATE,PASS,PASS_CANDIDATE,GENERIC_TERM,CHECK_IN_PLAY,PROPOSED_CORE,HUM depends on player song association
